product_type,tenor,disb_month_adj,wo_claw_adj
BCL,6,4/30/2024,11/30/2021
BCL,6,4/30/2024,12/31/2021
BCL,6,4/30/2024,1/31/2022
BCL,6,4/30/2024,2/28/2022
BCL,6,4/30/2024,3/31/2022
BCL,6,4/30/2024,4/30/2022
BCL,6,4/30/2024,5/31/2022
BCL,6,4/30/2024,6/30/2022
BCL,6,4/30/2024,7/31/2022
BCL,6,4/30/2024,8/31/2022
BCL,6,4/30/2024,9/30/2022
BCL,6,4/30/2024,10/31/2022
BCL,6,4/30/2024,11/30/2022
BCL,6,4/30/2024,12/31/2022
BCL,6,4/30/2024,1/31/2023
BCL,6,4/30/2024,2/28/2023
BCL,6,4/30/2024,3/31/2023
BCL,6,4/30/2024,4/30/2023
BCL,6,4/30/2024,5/31/2023
BCL,6,4/30/2024,6/30/2023
BCL,6,4/30/2024,7/31/2023
BCL,6,4/30/2024,8/31/2023
BCL,6,4/30/2024,9/30/2023
BCL,6,4/30/2024,10/31/2023
BCL,6,4/30/2024,11/30/2023
BCL,6,4/30/2024,12/31/2023
BCL,6,4/30/2024,1/31/2024
BCL,6,4/30/2024,2/29/2024
BCL,6,4/30/2024,3/31/2024
BCL,6,4/30/2024,4/30/2024
BCL,6,4/30/2024,5/31/2024
BCL,6,5/31/2024,11/30/2021
BCL,6,5/31/2024,12/31/2021
BCL,6,5/31/2024,1/31/2022
BCL,6,5/31/2024,2/28/2022
BCL,6,5/31/2024,3/31/2022
BCL,6,5/31/2024,4/30/2022
BCL,6,5/31/2024,5/31/2022
BCL,6,5/31/2024,6/30/2022
BCL,6,5/31/2024,7/31/2022
BCL,6,5/31/2024,8/31/2022
BCL,6,5/31/2024,9/30/2022
BCL,6,5/31/2024,10/31/2022
BCL,6,5/31/2024,11/30/2022
BCL,6,5/31/2024,12/31/2022
BCL,6,5/31/2024,1/31/2023
BCL,6,5/31/2024,2/28/2023
BCL,6,5/31/2024,3/31/2023
BCL,6,5/31/2024,4/30/2023
BCL,6,5/31/2024,5/31/2023
BCL,6,5/31/2024,6/30/2023
BCL,6,5/31/2024,7/31/2023
BCL,6,5/31/2024,8/31/2023
BCL,6,5/31/2024,9/30/2023
BCL,6,5/31/2024,10/31/2023
BCL,6,5/31/2024,11/30/2023
BCL,6,5/31/2024,12/31/2023
BCL,6,5/31/2024,1/31/2024
BCL,6,5/31/2024,2/29/2024
BCL,6,5/31/2024,3/31/2024
BCL,6,5/31/2024,4/30/2024
BCL,6,5/31/2024,5/31/2024
BCL,12,11/30/2021,11/30/2021
BCL,12,11/30/2021,12/31/2021
BCL,12,11/30/2021,1/31/2022
BCL,12,11/30/2021,2/28/2022
BCL,12,11/30/2021,3/31/2022
BCL,12,11/30/2021,4/30/2022
BCL,12,11/30/2021,5/31/2022
BCL,12,11/30/2021,6/30/2022
BCL,12,11/30/2021,7/31/2022
BCL,12,11/30/2021,8/31/2022
BCL,12,11/30/2021,9/30/2022
BCL,12,11/30/2021,10/31/2022
BCL,12,11/30/2021,11/30/2022
BCL,12,11/30/2021,12/31/2022
BCL,12,11/30/2021,1/31/2023
BCL,12,11/30/2021,2/28/2023
BCL,12,11/30/2021,3/31/2023
BCL,12,11/30/2021,4/30/2023
BCL,12,11/30/2021,5/31/2023
BCL,12,11/30/2021,6/30/2023
BCL,12,11/30/2021,7/31/2023
BCL,12,11/30/2021,8/31/2023
BCL,12,11/30/2021,9/30/2023
BCL,12,11/30/2021,10/31/2023
BCL,12,11/30/2021,11/30/2023
BCL,12,11/30/2021,12/31/2023
BCL,12,11/30/2021,1/31/2024
BCL,12,11/30/2021,2/29/2024
BCL,12,11/30/2021,3/31/2024
BCL,12,11/30/2021,4/30/2024
BCL,12,11/30/2021,5/31/2024
BCL,12,12/31/2021,11/30/2021
BCL,12,12/31/2021,12/31/2021
BCL,12,12/31/2021,1/31/2022
BCL,12,12/31/2021,2/28/2022
BCL,12,12/31/2021,3/31/2022
BCL,12,12/31/2021,4/30/2022
BCL,12,12/31/2021,5/31/2022
BCL,12,12/31/2021,6/30/2022
BCL,12,12/31/2021,7/31/2022
BCL,12,12/31/2021,8/31/2022
BCL,12,12/31/2021,9/30/2022
BCL,12,12/31/2021,10/31/2022
BCL,12,12/31/2021,11/30/2022
BCL,12,12/31/2021,12/31/2022
BCL,12,12/31/2021,1/31/2023
BCL,12,12/31/2021,2/28/2023
BCL,12,12/31/2021,3/31/2023
BCL,12,12/31/2021,4/30/2023
BCL,12,12/31/2021,5/31/2023
BCL,12,12/31/2021,6/30/2023
BCL,12,12/31/2021,7/31/2023
BCL,12,12/31/2021,8/31/2023
BCL,12,12/31/2021,9/30/2023
BCL,12,12/31/2021,10/31/2023
BCL,12,12/31/2021,11/30/2023
BCL,12,12/31/2021,12/31/2023
BCL,12,12/31/2021,1/31/2024
BCL,12,12/31/2021,2/29/2024
BCL,12,12/31/2021,3/31/2024
BCL,12,12/31/2021,4/30/2024
BCL,12,12/31/2021,5/31/2024
BCL,12,1/31/2022,11/30/2021
BCL,12,1/31/2022,12/31/2021
BCL,12,1/31/2022,1/31/2022
BCL,12,1/31/2022,2/28/2022
BCL,12,1/31/2022,3/31/2022
BCL,12,1/31/2022,4/30/2022
BCL,12,1/31/2022,5/31/2022
BCL,12,1/31/2022,6/30/2022
BCL,12,1/31/2022,7/31/2022
BCL,12,1/31/2022,8/31/2022
BCL,12,1/31/2022,9/30/2022
BCL,12,1/31/2022,10/31/2022
BCL,12,1/31/2022,11/30/2022
BCL,12,1/31/2022,12/31/2022
BCL,12,1/31/2022,1/31/2023
BCL,12,1/31/2022,2/28/2023
BCL,12,1/31/2022,3/31/2023
BCL,12,1/31/2022,4/30/2023
BCL,12,1/31/2022,5/31/2023
BCL,12,1/31/2022,6/30/2023
BCL,12,1/31/2022,7/31/2023
BCL,12,1/31/2022,8/31/2023
BCL,12,1/31/2022,9/30/2023
BCL,12,1/31/2022,10/31/2023
BCL,12,1/31/2022,11/30/2023
BCL,12,1/31/2022,12/31/2023
BCL,12,1/31/2022,1/31/2024
BCL,12,1/31/2022,2/29/2024
BCL,12,1/31/2022,3/31/2024
BCL,12,1/31/2022,4/30/2024
BCL,12,1/31/2022,5/31/2024
BCL,12,2/28/2022,11/30/2021
BCL,12,2/28/2022,12/31/2021
BCL,12,2/28/2022,1/31/2022
BCL,12,2/28/2022,2/28/2022
BCL,12,2/28/2022,3/31/2022
BCL,12,2/28/2022,4/30/2022
BCL,12,2/28/2022,5/31/2022
BCL,12,2/28/2022,6/30/2022
BCL,12,2/28/2022,7/31/2022
BCL,12,2/28/2022,8/31/2022
BCL,12,2/28/2022,9/30/2022
BCL,12,2/28/2022,10/31/2022
BCL,12,2/28/2022,11/30/2022
BCL,12,2/28/2022,12/31/2022
BCL,12,2/28/2022,1/31/2023
BCL,12,2/28/2022,2/28/2023
BCL,12,2/28/2022,3/31/2023
BCL,12,2/28/2022,4/30/2023
BCL,12,2/28/2022,5/31/2023
BCL,12,2/28/2022,6/30/2023
BCL,12,2/28/2022,7/31/2023
BCL,12,2/28/2022,8/31/2023
BCL,12,2/28/2022,9/30/2023
BCL,12,2/28/2022,10/31/2023
BCL,12,2/28/2022,11/30/2023
BCL,12,2/28/2022,12/31/2023
BCL,12,2/28/2022,1/31/2024
BCL,12,2/28/2022,2/29/2024
BCL,12,2/28/2022,3/31/2024
BCL,12,2/28/2022,4/30/2024
BCL,12,2/28/2022,5/31/2024
BCL,12,3/31/2022,11/30/2021
BCL,12,3/31/2022,12/31/2021
BCL,12,3/31/2022,1/31/2022
BCL,12,3/31/2022,2/28/2022
BCL,12,3/31/2022,3/31/2022
BCL,12,3/31/2022,4/30/2022
BCL,12,3/31/2022,5/31/2022
BCL,12,3/31/2022,6/30/2022
BCL,12,3/31/2022,7/31/2022
BCL,12,3/31/2022,8/31/2022
BCL,12,3/31/2022,9/30/2022
BCL,12,3/31/2022,10/31/2022
BCL,12,3/31/2022,11/30/2022
BCL,12,3/31/2022,12/31/2022
BCL,12,3/31/2022,1/31/2023
BCL,12,3/31/2022,2/28/2023
BCL,12,3/31/2022,3/31/2023
BCL,12,3/31/2022,4/30/2023
BCL,12,3/31/2022,5/31/2023
BCL,12,3/31/2022,6/30/2023
BCL,12,3/31/2022,7/31/2023
BCL,12,3/31/2022,8/31/2023
BCL,12,3/31/2022,9/30/2023
BCL,12,3/31/2022,10/31/2023
BCL,12,3/31/2022,11/30/2023
BCL,12,3/31/2022,12/31/2023
BCL,12,3/31/2022,1/31/2024
BCL,12,3/31/2022,2/29/2024
BCL,12,3/31/2022,3/31/2024
BCL,12,3/31/2022,4/30/2024
BCL,12,3/31/2022,5/31/2024
BCL,12,4/30/2022,11/30/2021
BCL,12,4/30/2022,12/31/2021
BCL,12,4/30/2022,1/31/2022
BCL,12,4/30/2022,2/28/2022
BCL,12,4/30/2022,3/31/2022
BCL,12,4/30/2022,4/30/2022
BCL,12,4/30/2022,5/31/2022
BCL,12,4/30/2022,6/30/2022
BCL,12,4/30/2022,7/31/2022
BCL,12,4/30/2022,8/31/2022
BCL,12,4/30/2022,9/30/2022
BCL,12,4/30/2022,10/31/2022
BCL,12,4/30/2022,11/30/2022
BCL,12,4/30/2022,12/31/2022
BCL,12,4/30/2022,1/31/2023
BCL,12,4/30/2022,2/28/2023
BCL,12,4/30/2022,3/31/2023
BCL,12,4/30/2022,4/30/2023
BCL,12,4/30/2022,5/31/2023
BCL,12,4/30/2022,6/30/2023
BCL,12,4/30/2022,7/31/2023
BCL,12,4/30/2022,8/31/2023
BCL,12,4/30/2022,9/30/2023
BCL,12,4/30/2022,10/31/2023
BCL,12,4/30/2022,11/30/2023
BCL,12,4/30/2022,12/31/2023
BCL,12,4/30/2022,1/31/2024
BCL,12,4/30/2022,2/29/2024
BCL,12,4/30/2022,3/31/2024
BCL,12,4/30/2022,4/30/2024
BCL,12,4/30/2022,5/31/2024
BCL,12,5/31/2022,11/30/2021
BCL,12,5/31/2022,12/31/2021
BCL,12,5/31/2022,1/31/2022
BCL,12,5/31/2022,2/28/2022
BCL,12,5/31/2022,3/31/2022
BCL,12,5/31/2022,4/30/2022
BCL,12,5/31/2022,5/31/2022
BCL,12,5/31/2022,6/30/2022
BCL,12,5/31/2022,7/31/2022
BCL,12,5/31/2022,8/31/2022
BCL,12,5/31/2022,9/30/2022
BCL,12,5/31/2022,10/31/2022
BCL,12,5/31/2022,11/30/2022
BCL,12,5/31/2022,12/31/2022
BCL,12,5/31/2022,1/31/2023
BCL,12,5/31/2022,2/28/2023
BCL,12,5/31/2022,3/31/2023
BCL,12,5/31/2022,4/30/2023
BCL,12,5/31/2022,5/31/2023
BCL,12,5/31/2022,6/30/2023
BCL,12,5/31/2022,7/31/2023
BCL,12,5/31/2022,8/31/2023
BCL,12,5/31/2022,9/30/2023
BCL,12,5/31/2022,10/31/2023
BCL,12,5/31/2022,11/30/2023
BCL,12,5/31/2022,12/31/2023
BCL,12,5/31/2022,1/31/2024
BCL,12,5/31/2022,2/29/2024
BCL,12,5/31/2022,3/31/2024
BCL,12,5/31/2022,4/30/2024
BCL,12,5/31/2022,5/31/2024
BCL,12,6/30/2022,11/30/2021
BCL,12,6/30/2022,12/31/2021
BCL,12,6/30/2022,1/31/2022
BCL,12,6/30/2022,2/28/2022
BCL,12,6/30/2022,3/31/2022
BCL,12,6/30/2022,4/30/2022
BCL,12,6/30/2022,5/31/2022
BCL,12,6/30/2022,6/30/2022
BCL,12,6/30/2022,7/31/2022
BCL,12,6/30/2022,8/31/2022
BCL,12,6/30/2022,9/30/2022
BCL,12,6/30/2022,10/31/2022
BCL,12,6/30/2022,11/30/2022
BCL,12,6/30/2022,12/31/2022
BCL,12,6/30/2022,1/31/2023
BCL,12,6/30/2022,2/28/2023
BCL,12,6/30/2022,3/31/2023
BCL,12,6/30/2022,4/30/2023
BCL,12,6/30/2022,5/31/2023
BCL,12,6/30/2022,6/30/2023
BCL,12,6/30/2022,7/31/2023
BCL,12,6/30/2022,8/31/2023
BCL,12,6/30/2022,9/30/2023
BCL,12,6/30/2022,10/31/2023
BCL,12,6/30/2022,11/30/2023
BCL,12,6/30/2022,12/31/2023
BCL,12,6/30/2022,1/31/2024
BCL,12,6/30/2022,2/29/2024
BCL,12,6/30/2022,3/31/2024
BCL,12,6/30/2022,4/30/2024
BCL,12,6/30/2022,5/31/2024
BCL,12,7/31/2022,11/30/2021
BCL,12,7/31/2022,12/31/2021
BCL,12,7/31/2022,1/31/2022
BCL,12,7/31/2022,2/28/2022
BCL,12,7/31/2022,3/31/2022
BCL,12,7/31/2022,4/30/2022
BCL,12,7/31/2022,5/31/2022
BCL,12,7/31/2022,6/30/2022
BCL,12,7/31/2022,7/31/2022
BCL,12,7/31/2022,8/31/2022
BCL,12,7/31/2022,9/30/2022
BCL,12,7/31/2022,10/31/2022
BCL,12,7/31/2022,11/30/2022
BCL,12,7/31/2022,12/31/2022
BCL,12,7/31/2022,1/31/2023
BCL,12,7/31/2022,2/28/2023
BCL,12,7/31/2022,3/31/2023
BCL,12,7/31/2022,4/30/2023
BCL,12,7/31/2022,5/31/2023
BCL,12,7/31/2022,6/30/2023
BCL,12,7/31/2022,7/31/2023
BCL,12,7/31/2022,8/31/2023
BCL,12,7/31/2022,9/30/2023
BCL,12,7/31/2022,10/31/2023
BCL,12,7/31/2022,11/30/2023
BCL,12,7/31/2022,12/31/2023
BCL,12,7/31/2022,1/31/2024
BCL,12,7/31/2022,2/29/2024
BCL,12,7/31/2022,3/31/2024
BCL,12,7/31/2022,4/30/2024
BCL,12,7/31/2022,5/31/2024
BCL,12,8/31/2022,11/30/2021
BCL,12,8/31/2022,12/31/2021
BCL,12,8/31/2022,1/31/2022
BCL,12,8/31/2022,2/28/2022
BCL,12,8/31/2022,3/31/2022
BCL,12,8/31/2022,4/30/2022
BCL,12,8/31/2022,5/31/2022
BCL,12,8/31/2022,6/30/2022
BCL,12,8/31/2022,7/31/2022
BCL,12,8/31/2022,8/31/2022
BCL,12,8/31/2022,9/30/2022
BCL,12,8/31/2022,10/31/2022
BCL,12,8/31/2022,11/30/2022
BCL,12,8/31/2022,12/31/2022
BCL,12,8/31/2022,1/31/2023
BCL,12,8/31/2022,2/28/2023
BCL,12,8/31/2022,3/31/2023
BCL,12,8/31/2022,4/30/2023
BCL,12,8/31/2022,5/31/2023
BCL,12,8/31/2022,6/30/2023
BCL,12,8/31/2022,7/31/2023
BCL,12,8/31/2022,8/31/2023
BCL,12,8/31/2022,9/30/2023
BCL,12,8/31/2022,10/31/2023
BCL,12,8/31/2022,11/30/2023
BCL,12,8/31/2022,12/31/2023
BCL,12,8/31/2022,1/31/2024
BCL,12,8/31/2022,2/29/2024
BCL,12,8/31/2022,3/31/2024
BCL,12,8/31/2022,4/30/2024
BCL,12,8/31/2022,5/31/2024
BCL,12,9/30/2022,11/30/2021
BCL,12,9/30/2022,12/31/2021
BCL,12,9/30/2022,1/31/2022
BCL,12,9/30/2022,2/28/2022
BCL,12,9/30/2022,3/31/2022
BCL,12,9/30/2022,4/30/2022
BCL,12,9/30/2022,5/31/2022
BCL,12,9/30/2022,6/30/2022
BCL,12,9/30/2022,7/31/2022
BCL,12,9/30/2022,8/31/2022
BCL,12,9/30/2022,9/30/2022
BCL,12,9/30/2022,10/31/2022
BCL,12,9/30/2022,11/30/2022
BCL,12,9/30/2022,12/31/2022
BCL,12,9/30/2022,1/31/2023
BCL,12,9/30/2022,2/28/2023
BCL,12,9/30/2022,3/31/2023
BCL,12,9/30/2022,4/30/2023
BCL,12,9/30/2022,5/31/2023
BCL,12,9/30/2022,6/30/2023
BCL,12,9/30/2022,7/31/2023
BCL,12,9/30/2022,8/31/2023
BCL,12,9/30/2022,9/30/2023
BCL,12,9/30/2022,10/31/2023
BCL,12,9/30/2022,11/30/2023
BCL,12,9/30/2022,12/31/2023
BCL,12,9/30/2022,1/31/2024
BCL,12,9/30/2022,2/29/2024
BCL,12,9/30/2022,3/31/2024
BCL,12,9/30/2022,4/30/2024
BCL,12,9/30/2022,5/31/2024
BCL,12,10/31/2022,11/30/2021
BCL,12,10/31/2022,12/31/2021
BCL,12,10/31/2022,1/31/2022
BCL,12,10/31/2022,2/28/2022
BCL,12,10/31/2022,3/31/2022
BCL,12,10/31/2022,4/30/2022
BCL,12,10/31/2022,5/31/2022
BCL,12,10/31/2022,6/30/2022
BCL,12,10/31/2022,7/31/2022
BCL,12,10/31/2022,8/31/2022
BCL,12,10/31/2022,9/30/2022
BCL,12,10/31/2022,10/31/2022
BCL,12,10/31/2022,11/30/2022
BCL,12,10/31/2022,12/31/2022
BCL,12,10/31/2022,1/31/2023
BCL,12,10/31/2022,2/28/2023
BCL,12,10/31/2022,3/31/2023
BCL,12,10/31/2022,4/30/2023
BCL,12,10/31/2022,5/31/2023
BCL,12,10/31/2022,6/30/2023
BCL,12,10/31/2022,7/31/2023
BCL,12,10/31/2022,8/31/2023
BCL,12,10/31/2022,9/30/2023
BCL,12,10/31/2022,10/31/2023
BCL,12,10/31/2022,11/30/2023
BCL,12,10/31/2022,12/31/2023
BCL,12,10/31/2022,1/31/2024
BCL,12,10/31/2022,2/29/2024
BCL,12,10/31/2022,3/31/2024
BCL,12,10/31/2022,4/30/2024
BCL,12,10/31/2022,5/31/2024
BCL,12,11/30/2022,11/30/2021
BCL,12,11/30/2022,12/31/2021
BCL,12,11/30/2022,1/31/2022
BCL,12,11/30/2022,2/28/2022
BCL,12,11/30/2022,3/31/2022
BCL,12,11/30/2022,4/30/2022
BCL,12,11/30/2022,5/31/2022
BCL,12,11/30/2022,6/30/2022
BCL,12,11/30/2022,7/31/2022
BCL,12,11/30/2022,8/31/2022
BCL,12,11/30/2022,9/30/2022
BCL,12,11/30/2022,10/31/2022
BCL,12,11/30/2022,11/30/2022
BCL,12,11/30/2022,12/31/2022
BCL,12,11/30/2022,1/31/2023
BCL,12,11/30/2022,2/28/2023
BCL,12,11/30/2022,3/31/2023
BCL,12,11/30/2022,4/30/2023
BCL,12,11/30/2022,5/31/2023
BCL,12,11/30/2022,6/30/2023
BCL,12,11/30/2022,7/31/2023
BCL,12,11/30/2022,8/31/2023
BCL,12,11/30/2022,9/30/2023
BCL,12,11/30/2022,10/31/2023
BCL,12,11/30/2022,11/30/2023
BCL,12,11/30/2022,12/31/2023
BCL,12,11/30/2022,1/31/2024
BCL,12,11/30/2022,2/29/2024
BCL,12,11/30/2022,3/31/2024
BCL,12,11/30/2022,4/30/2024
BCL,12,11/30/2022,5/31/2024
BCL,12,12/31/2022,11/30/2021
BCL,12,12/31/2022,12/31/2021
BCL,12,12/31/2022,1/31/2022
BCL,12,12/31/2022,2/28/2022
BCL,12,12/31/2022,3/31/2022
BCL,12,12/31/2022,4/30/2022
BCL,12,12/31/2022,5/31/2022
BCL,12,12/31/2022,6/30/2022
BCL,12,12/31/2022,7/31/2022
BCL,12,12/31/2022,8/31/2022
BCL,12,12/31/2022,9/30/2022
BCL,12,12/31/2022,10/31/2022
BCL,12,12/31/2022,11/30/2022
BCL,12,12/31/2022,12/31/2022
BCL,12,12/31/2022,1/31/2023
BCL,12,12/31/2022,2/28/2023
BCL,12,12/31/2022,3/31/2023
BCL,12,12/31/2022,4/30/2023
BCL,12,12/31/2022,5/31/2023
BCL,12,12/31/2022,6/30/2023
BCL,12,12/31/2022,7/31/2023
BCL,12,12/31/2022,8/31/2023
BCL,12,12/31/2022,9/30/2023
BCL,12,12/31/2022,10/31/2023
BCL,12,12/31/2022,11/30/2023
BCL,12,12/31/2022,12/31/2023
BCL,12,12/31/2022,1/31/2024
BCL,12,12/31/2022,2/29/2024
BCL,12,12/31/2022,3/31/2024
BCL,12,12/31/2022,4/30/2024
BCL,12,12/31/2022,5/31/2024
BCL,12,1/31/2023,11/30/2021
BCL,12,1/31/2023,12/31/2021
BCL,12,1/31/2023,1/31/2022
BCL,12,1/31/2023,2/28/2022
BCL,12,1/31/2023,3/31/2022
BCL,12,1/31/2023,4/30/2022
BCL,12,1/31/2023,5/31/2022
BCL,12,1/31/2023,6/30/2022
BCL,12,1/31/2023,7/31/2022
BCL,12,1/31/2023,8/31/2022
BCL,12,1/31/2023,9/30/2022
BCL,12,1/31/2023,10/31/2022
BCL,12,1/31/2023,11/30/2022
BCL,12,1/31/2023,12/31/2022
BCL,12,1/31/2023,1/31/2023
BCL,12,1/31/2023,2/28/2023
BCL,12,1/31/2023,3/31/2023
BCL,12,1/31/2023,4/30/2023
BCL,12,1/31/2023,5/31/2023
BCL,12,1/31/2023,6/30/2023
BCL,12,1/31/2023,7/31/2023
BCL,12,1/31/2023,8/31/2023
BCL,12,1/31/2023,9/30/2023
BCL,12,1/31/2023,10/31/2023
BCL,12,1/31/2023,11/30/2023
BCL,12,1/31/2023,12/31/2023
BCL,12,1/31/2023,1/31/2024
BCL,12,1/31/2023,2/29/2024
BCL,12,1/31/2023,3/31/2024
BCL,12,1/31/2023,4/30/2024
BCL,12,1/31/2023,5/31/2024
BCL,12,2/28/2023,11/30/2021
BCL,12,2/28/2023,12/31/2021
BCL,12,2/28/2023,1/31/2022
BCL,12,2/28/2023,2/28/2022
BCL,12,2/28/2023,3/31/2022
BCL,12,2/28/2023,4/30/2022
BCL,12,2/28/2023,5/31/2022
BCL,12,2/28/2023,6/30/2022
BCL,12,2/28/2023,7/31/2022
BCL,12,2/28/2023,8/31/2022
BCL,12,2/28/2023,9/30/2022
BCL,12,2/28/2023,10/31/2022
BCL,12,2/28/2023,11/30/2022
BCL,12,2/28/2023,12/31/2022
BCL,12,2/28/2023,1/31/2023
BCL,12,2/28/2023,2/28/2023
BCL,12,2/28/2023,3/31/2023
BCL,12,2/28/2023,4/30/2023
BCL,12,2/28/2023,5/31/2023
BCL,12,2/28/2023,6/30/2023
BCL,12,2/28/2023,7/31/2023
BCL,12,2/28/2023,8/31/2023
BCL,12,2/28/2023,9/30/2023
BCL,12,2/28/2023,10/31/2023
BCL,12,2/28/2023,11/30/2023
BCL,12,2/28/2023,12/31/2023
BCL,12,2/28/2023,1/31/2024
BCL,12,2/28/2023,2/29/2024
BCL,12,2/28/2023,3/31/2024
BCL,12,2/28/2023,4/30/2024
BCL,12,2/28/2023,5/31/2024
BCL,12,3/31/2023,11/30/2021
BCL,12,3/31/2023,12/31/2021
BCL,12,3/31/2023,1/31/2022
BCL,12,3/31/2023,2/28/2022
BCL,12,3/31/2023,3/31/2022
BCL,12,3/31/2023,4/30/2022
BCL,12,3/31/2023,5/31/2022
BCL,12,3/31/2023,6/30/2022
BCL,12,3/31/2023,7/31/2022
BCL,12,3/31/2023,8/31/2022
BCL,12,3/31/2023,9/30/2022
BCL,12,3/31/2023,10/31/2022
BCL,12,3/31/2023,11/30/2022
BCL,12,3/31/2023,12/31/2022
BCL,12,3/31/2023,1/31/2023
BCL,12,3/31/2023,2/28/2023
BCL,12,3/31/2023,3/31/2023
BCL,12,3/31/2023,4/30/2023
BCL,12,3/31/2023,5/31/2023
BCL,12,3/31/2023,6/30/2023
BCL,12,3/31/2023,7/31/2023
BCL,12,3/31/2023,8/31/2023
BCL,12,3/31/2023,9/30/2023
BCL,12,3/31/2023,10/31/2023
BCL,12,3/31/2023,11/30/2023
BCL,12,3/31/2023,12/31/2023
BCL,12,3/31/2023,1/31/2024
BCL,12,3/31/2023,2/29/2024
BCL,12,3/31/2023,3/31/2024
BCL,12,3/31/2023,4/30/2024
BCL,12,3/31/2023,5/31/2024
BCL,12,4/30/2023,11/30/2021
BCL,12,4/30/2023,12/31/2021
BCL,12,4/30/2023,1/31/2022
BCL,12,4/30/2023,2/28/2022
BCL,12,4/30/2023,3/31/2022
BCL,12,4/30/2023,4/30/2022
BCL,12,4/30/2023,5/31/2022
BCL,12,4/30/2023,6/30/2022
BCL,12,4/30/2023,7/31/2022
BCL,12,4/30/2023,8/31/2022
BCL,12,4/30/2023,9/30/2022
BCL,12,4/30/2023,10/31/2022
BCL,12,4/30/2023,11/30/2022
BCL,12,4/30/2023,12/31/2022
BCL,12,4/30/2023,1/31/2023
BCL,12,4/30/2023,2/28/2023
BCL,12,4/30/2023,3/31/2023
BCL,12,4/30/2023,4/30/2023
BCL,12,4/30/2023,5/31/2023
BCL,12,4/30/2023,6/30/2023
BCL,12,4/30/2023,7/31/2023
BCL,12,4/30/2023,8/31/2023
BCL,12,4/30/2023,9/30/2023
BCL,12,4/30/2023,10/31/2023
BCL,12,4/30/2023,11/30/2023
BCL,12,4/30/2023,12/31/2023
BCL,12,4/30/2023,1/31/2024
BCL,12,4/30/2023,2/29/2024
BCL,12,4/30/2023,3/31/2024
BCL,12,4/30/2023,4/30/2024
BCL,12,4/30/2023,5/31/2024
BCL,12,5/31/2023,11/30/2021
BCL,12,5/31/2023,12/31/2021
BCL,12,5/31/2023,1/31/2022
BCL,12,5/31/2023,2/28/2022
BCL,12,5/31/2023,3/31/2022
BCL,12,5/31/2023,4/30/2022
BCL,12,5/31/2023,5/31/2022
BCL,12,5/31/2023,6/30/2022
BCL,12,5/31/2023,7/31/2022
BCL,12,5/31/2023,8/31/2022
BCL,12,5/31/2023,9/30/2022
BCL,12,5/31/2023,10/31/2022
BCL,12,5/31/2023,11/30/2022
BCL,12,5/31/2023,12/31/2022
BCL,12,5/31/2023,1/31/2023
BCL,12,5/31/2023,2/28/2023
BCL,12,5/31/2023,3/31/2023
BCL,12,5/31/2023,4/30/2023
BCL,12,5/31/2023,5/31/2023
BCL,12,5/31/2023,6/30/2023
BCL,12,5/31/2023,7/31/2023
BCL,12,5/31/2023,8/31/2023
BCL,12,5/31/2023,9/30/2023
BCL,12,5/31/2023,10/31/2023
BCL,12,5/31/2023,11/30/2023
BCL,12,5/31/2023,12/31/2023
BCL,12,5/31/2023,1/31/2024
BCL,12,5/31/2023,2/29/2024
BCL,12,5/31/2023,3/31/2024
BCL,12,5/31/2023,4/30/2024
BCL,12,5/31/2023,5/31/2024
BCL,12,6/30/2023,11/30/2021
BCL,12,6/30/2023,12/31/2021
BCL,12,6/30/2023,1/31/2022
BCL,12,6/30/2023,2/28/2022
BCL,12,6/30/2023,3/31/2022
BCL,12,6/30/2023,4/30/2022
BCL,12,6/30/2023,5/31/2022
BCL,12,6/30/2023,6/30/2022
BCL,12,6/30/2023,7/31/2022
BCL,12,6/30/2023,8/31/2022
BCL,12,6/30/2023,9/30/2022
BCL,12,6/30/2023,10/31/2022
BCL,12,6/30/2023,11/30/2022
BCL,12,6/30/2023,12/31/2022
BCL,12,6/30/2023,1/31/2023
BCL,12,6/30/2023,2/28/2023
BCL,12,6/30/2023,3/31/2023
BCL,12,6/30/2023,4/30/2023
BCL,12,6/30/2023,5/31/2023
BCL,12,6/30/2023,6/30/2023
BCL,12,6/30/2023,7/31/2023
BCL,12,6/30/2023,8/31/2023
BCL,12,6/30/2023,9/30/2023
BCL,12,6/30/2023,10/31/2023
BCL,12,6/30/2023,11/30/2023
BCL,12,6/30/2023,12/31/2023
BCL,12,6/30/2023,1/31/2024
BCL,12,6/30/2023,2/29/2024
BCL,12,6/30/2023,3/31/2024
BCL,12,6/30/2023,4/30/2024
BCL,12,6/30/2023,5/31/2024
BCL,12,7/31/2023,11/30/2021
BCL,12,7/31/2023,12/31/2021
BCL,12,7/31/2023,1/31/2022
BCL,12,7/31/2023,2/28/2022
BCL,12,7/31/2023,3/31/2022
BCL,12,7/31/2023,4/30/2022
BCL,12,7/31/2023,5/31/2022
BCL,12,7/31/2023,6/30/2022
BCL,12,7/31/2023,7/31/2022
BCL,12,7/31/2023,8/31/2022
BCL,12,7/31/2023,9/30/2022
BCL,12,7/31/2023,10/31/2022
BCL,12,7/31/2023,11/30/2022
BCL,12,7/31/2023,12/31/2022
BCL,12,7/31/2023,1/31/2023
BCL,12,7/31/2023,2/28/2023
